"","URN","Local.authority","Sector_merge","Places","Organisation","Registration.date","overspend_category","outsourcing_category","matched"
"1658","1226397","BIRMINGHAM","Investment owned",4,"Compass Childrens Homes Ltd","29/10/2016","low-overspend",NA,1
"1659","2542730","WAKEFIELD","Local Authority",2,"Wakefield Council","02/09/2019",NA,NA,1
"1660","2544803","ESSEX","Investment owned",4,"Cambian Childcare Ltd","06/09/2019",NA,NA,1
"1661","2548418","BUCKINGHAMSHIRE","Investment owned",4,"Keys Care Limited","08/10/2019",NA,NA,1
"1662","2549629","DEVON","Individual owned",3,"Impact For Change Ltd","09/03/2020",NA,NA,1
"1663","2551007","HAMPSHIRE","Corporate owned",6,"Fairways Care (UK) Limited","15/01/2020",NA,NA,1
"1664","SC062013","SEFTON","Corporate owned",3,"After Care Nw Limited","08/09/2004","high-overspend",NA,1
"1665","SC459857","EALING","Third sector",8,"St Christopher's Fellowship","26/04/2013",NA,NA,1
"1666","SC461781","HAMPSHIRE","Individual owned",4,"New Forest Care Ltd","21/05/2013",NA,NA,1
"1667","2592713","CHESHIRE EAST","Individual owned",5,"Homes for Support Limited","26/08/2020",NA,NA,1
"1668","2592943","STOKE ON TRENT","Corporate owned",8,"Halliwell Homes (Midlands Division) Limited","14/08/2020",NA,NA,1
"1669","2593046","CALDERDALE","Individual owned",2,"Laska Care And Education Ltd","20/08/2020","high-overspend",NA,1
"1670","2593054","CORNWALL","Third sector",3,"South West Complex Care Services","21/07/2020",NA,NA,1
"1671","2594218","NEWHAM","Individual owned",4,"Gordon Care Services Limited","23/09/2020","low-overspend","high-outsourcing",1
"1672","1227596","STAFFORDSHIRE","Investment owned",3,"Reflexion Care Group Limited","23/02/2016",NA,NA,1
"1673","1228191","STAFFORDSHIRE","Corporate owned",2,"Aspireone Care Ltd","29/04/2016",NA,NA,1
"1674","1228919","EAST SUSSEX","Corporate owned",2,"Anderida Adolescent Care Ltd","29/03/2016","high-overspend",NA,1
"1675","SC066897","HAMPSHIRE","Investment owned",31,"Cambian Autism Services Limited","13/04/2006",NA,NA,1
"1676","SC357468","ROCHDALE","Corporate owned",1,"Time-Out Childrens Homes Limited","20/08/2007",NA,"low-outsourcing",1
"1677","SC357979","TAMESIDE","Local Authority",3,"Tameside Metropolitan Borough Council ","20/07/2007",NA,NA,1
"1678","SC470513","KENT","Local Authority",56,"Wandsworth Borough Council","07/01/2014",NA,NA,1
"1679","1270744","EAST SUSSEX","Individual owned",4,"HEADSTART RESIDENTIAL CARE LTD","22/02/2018","high-overspend",NA,1
"1680","1271213","LANCASHIRE","Investment owned",4,"Your Chapter LTD","18/05/2018","low-overspend",NA,1
"1681","SC038564","NORTH TYNESIDE","Local Authority",5,"North Tyneside Council","25/06/2003","high-overspend","low-outsourcing",1
"1682","SC038761","SUFFOLK","Local Authority",6,"Suffolk County Council","25/10/2002",NA,NA,1
"1683","SC039001","LEICESTER","Local Authority",7,"Leicester City Council","31/03/2003",NA,NA,1
"1684","2584899","REDCAR AND CLEVELAND","Individual owned",4,"Invested Childcare LTD","18/06/2020","high-overspend","low-outsourcing",1
"1685","SC489516","WEST NORTHAMPTONSHIRE","Investment owned",2,"Esland North Limited","27/05/2015",NA,NA,1
"1686","SC490364","DERBYSHIRE","Individual owned",4,"Blue Mountain Homes Ltd","09/10/2015","high-overspend",NA,1
"1687","SC481040","BRACKNELL FOREST","Corporate owned",4,"SWAAY Child & Adolescent Services Ltd","24/02/2015",NA,NA,1
"1688","1263201","ROTHERHAM","Investment owned",4,"Pathway Care Solutions Ltd","04/09/2017",NA,NA,1
"1689","1263776","NORFOLK","Individual owned",2,"Clover Childcare Services Ltd","04/09/2017",NA,NA,1
"1690","1263837","DERBY","Corporate owned",3,"Platform Childcare Ltd","04/10/2017",NA,"high-outsourcing",1
"1691","1263977","WALSALL","Individual owned",8,"Care Perspectives Limited","06/12/2017",NA,NA,1
"1692","1265092","BOLTON","Individual owned",7,"4 Pure Heart Limited","03/01/2018",NA,"low-outsourcing",1
"1693","SC059635","BRADFORD","Local Authority",6,"City of Bradford Metropolitan District Council","11/03/2004","high-overspend",NA,1
"1694","SC462591","CALDERDALE","Individual owned",3,"G B A Care Limited","17/04/2013","high-overspend",NA,1
"1695","2501397","NOTTINGHAMSHIRE","Investment owned",1,"Esland North Limited","03/12/2018",NA,"high-outsourcing",1
"1696","2506232","HAMPSHIRE","Individual owned",3,"Calcot Services for Children Limited","13/02/2019",NA,NA,1
"1697","2508344","DERBYSHIRE","Local Authority",2,"Derbyshire County Council","21/03/2019","high-overspend",NA,1
"1698","2509365","NORTH YORKSHIRE","Corporate owned",2,"Hexagon Care Services Ltd","18/03/2019","low-overspend","low-outsourcing",1
"1699","2510199","WALSALL","Third sector",4,"St Christopher's Fellowship","01/06/2019",NA,NA,1
"1700","2594033","BURY","Corporate owned",3,"Inspire Childrens Services Limited","19/06/2020",NA,NA,1
"1701","2594189","NORTH EAST LINCOLNSHIRE","Local Authority",4,"North East Lincolnshire Council","25/06/2020","high-overspend",NA,1
"1702","2594854","WILTSHIRE","Investment owned",5,"Witherslack Group Ltd","27/08/2020","low-overspend",NA,1
"1703","2595182","REDBRIDGE","Corporate owned",3,"Solace Care 7kings Ltd","19/10/2020",NA,"high-outsourcing",1
"1704","2483691","BRIGHTON AND HOVE","Corporate owned",6,"Lioncare Ltd Operating As The Lioncare Group","30/08/2018",NA,NA,1
"1705","2483881","LEICESTER","Corporate owned",4,"Ivie Lodge Limited","23/08/2018",NA,NA,1
"1706","2490894","HARTLEPOOL","Local Authority",2,"Hartlepool Borough Council","19/03/2019",NA,"low-outsourcing",1
"1707","2490998","BLACKPOOL","Investment owned",2,"Sandcastle Care Ltd","29/11/2018",NA,NA,1
"1708","2495375","WANDSWORTH","Third sector",9,"St Christopher's Fellowship","19/11/2018",NA,NA,1
"1709","2496625","GATESHEAD","Investment owned",2,"Cambian Childcare Ltd","06/11/2018",NA,"low-outsourcing",1
"1710","SC456330","NORFOLK","Investment owned",4,"Cambian Childcare Ltd","20/02/2013",NA,NA,1
"1711","SC456418","ROCHDALE","Investment owned",1,"Cambian Childcare Ltd","06/03/2013",NA,"low-outsourcing",1
"1712","SC456542","ROCHDALE","Investment owned",1,"Cambian Childcare Ltd","15/02/2013",NA,"low-outsourcing",1
"1713","SC463926","LANCASHIRE","Investment owned",4,"Bay View Child Care Limited","23/05/2013","low-overspend",NA,1
"1714","SC391503","CENTRAL BEDFORDSHIRE","Local Authority",4,"Central Bedfordshire Council","30/03/2009","high-overspend",NA,1
"1715","SC398253","CUMBRIA","Investment owned",5,"North Lakes Children's Service Limited","25/08/2009",NA,NA,1
"1716","SC399586","DONCASTER","Corporate owned",2,"First 4 Care Ltd","26/08/2010",NA,NA,1
"1717","SC400880","LANCASHIRE","Corporate owned",4,"Choices 4 Children Ltd","25/09/2009","low-overspend",NA,1
"1718","SC482294","HAMPSHIRE","Investment owned",42,"Cambian Asperger Syndrome Services Limited","21/11/2014",NA,NA,1
"1719","SC403464","ROCHDALE","Individual owned",2,"Aspire Child Care Ltd","14/01/2010",NA,"low-outsourcing",1
"1720","SC405933","SURREY","Local Authority",6,"Surrey County Council","01/03/2010",NA,NA,1
"1721","SC390785","WEST SUSSEX","Corporate owned",4,"My Choice Children's Homes ltd","01/04/2009",NA,NA,1
"1722","SC391594","SHEFFIELD","Investment owned",3,"Pathway Care Solutions Ltd","05/06/2009",NA,NA,1
"1723","SC398393","SHROPSHIRE","Investment owned",3,"Hillcrest Childrens Services (2) Limited","21/07/2009","high-overspend",NA,1
"1724","SC400355","STOCKPORT","Individual owned",3,"Social Care Services (Clayton) Limited","30/10/2009",NA,"low-outsourcing",1
"1725","SC400901","NORFOLK","Third sector",6,"Break","21/01/2010",NA,NA,1
"1726","SC403789","WORCESTERSHIRE","Corporate owned",4,"Cove Care Residential Limited","31/08/2010",NA,NA,1
"1727","SC407933","SHROPSHIRE","Corporate owned",4,"Prestige Adolescent Care And Education Limited","19/04/2010","high-overspend",NA,1
"1728","SC408149","DEVON","Individual owned",2,"Phoenix Childcare Ltd","25/02/2010",NA,NA,1
"1729","SC063673","SEFTON","Corporate owned",4,"After Care Nw Limited","21/02/2005","high-overspend",NA,1
"1730","SC063813","STAFFORDSHIRE","Individual owned",6,"DMR Services Ltd","13/06/2005",NA,NA,1
"1731","SC063814","NORFOLK","Third sector",4,"Break","11/07/2005",NA,NA,1
"1732","SC064934","BARNSLEY","Investment owned",3,"Dove Adolescent Services Limited","28/12/2005",NA,NA,1
"1733","SC013598","SURREY","Third sector",14,"Cherry Trees Limited","26/03/1986",NA,NA,1
"1734","SC019441","HERTFORDSHIRE","Third sector",5,"Jubilee House Care Trust Limited","29/12/1998",NA,NA,1
"1735","2613483","LEICESTERSHIRE","Investment owned",5,"Compass Childrens Homes Ltd","11/03/2021","low-overspend",NA,1
"1736","1256061","NORTH NORTHAMPTONSHIRE","Corporate owned",5,"Homes 2 inspire","24/05/2017",NA,NA,1
"1737","2571031","MANCHESTER","Corporate owned",2,"Onextra Care Ltd","27/05/2020",NA,NA,1
"1738","2571557","MEDWAY","Local Authority",6,"Medway Council","16/04/2020",NA,"high-outsourcing",1
"1739","2571902","DURHAM","Corporate owned",2,"ROC Family Support Ltd","24/03/2020",NA,"low-outsourcing",1
"1740","2575788","SWINDON","Corporate owned",3,"Park Blue Homes Limited","11/03/2020",NA,"high-outsourcing",1
"1741","2576409","STAFFORDSHIRE","Investment owned",6,"Compass Childrens Homes Ltd","13/05/2020",NA,NA,1
"1742","2547967","SOMERSET","Corporate owned",2,"Empower Residentials Limited","04/10/2019",NA,NA,1
"1743","2590942","CALDERDALE","Individual owned",2,"Restorative Social Care Services Ltd","04/05/2020","high-overspend",NA,1
"1744","2591400","OLDHAM","Investment owned",3,"Oasis Adolescent Services Ltd","06/05/2020",NA,"low-outsourcing",1
"1745","2591431","ESSEX","Investment owned",8,"Compass Childrens Homes Ltd","20/07/2020",NA,NA,1
"1746","2591471","SUNDERLAND","Corporate owned",2,"HMO NE LTD","12/11/2020",NA,"low-outsourcing",1
"1747","2591499","EAST RIDING OF YORKSHIRE","Corporate owned",3,"Vcare - 24 Limited","03/11/2020",NA,NA,1
"1748","2652672","LEICESTERSHIRE","Individual owned",2,"Bess Solutions Limited","14/12/2021","low-overspend",NA,1
"1749","2654084","BRADFORD","Corporate owned",1,"Hexagon Care Services Ltd","22/11/2021","high-overspend",NA,1
"1750","2654867","NEWHAM","Individual owned",4,"Kennedy And Elliott Partnership LLP","11/11/2021","low-overspend","high-outsourcing",1
"1751","SC372613","SHROPSHIRE","Investment owned",3,"Bryn Melyn Care Limited","02/07/2008","high-overspend",NA,1
"1752","SC483662","DUDLEY","Investment owned",6,"CareTech Community Services Limited","06/02/2015","low-overspend",NA,1
"1753","SC483710","DERBYSHIRE","Investment owned",3,"Horizon Care and Education Group Limited","18/02/2015","high-overspend",NA,1
"1754","SC483846","LANCASHIRE","Investment owned",5,"Cambian Childcare Ltd","12/10/2015","low-overspend",NA,1
"1755","SC484134","CHESHIRE EAST","Corporate owned",20,"Kedleston (High Peak School) Limited ","12/02/2015",NA,NA,1
"1756","SC486398","LEICESTERSHIRE","Individual owned",4,"Inspirations Leicestershire LTD","14/05/2015","low-overspend",NA,1
"1757","SC487702","SUFFOLK","Individual owned",3,"Fonjock's Social Work Practice","28/09/2015",NA,NA,1
"1758","2620366","BIRMINGHAM","Investment owned",1,"Cambian Childcare Ltd","22/10/2021","low-overspend",NA,1
"1759","2620992","BIRMINGHAM","Corporate owned",3,"Stepping Stones Care (Midlands) Limited","24/03/2021","low-overspend",NA,1
"1760","SC431807","WOKINGHAM","Corporate owned",5,"SWAAY Child & Adolescent Services Ltd","28/07/2011",NA,NA,1
"1761","SC486879","EAST SUSSEX","Individual owned",5,"PJL Healthcare Limited","21/07/2015","high-overspend",NA,1
"1762","SC487488","HALTON","Investment owned",1,"Keys Child Care Ltd","12/05/2015","high-overspend",NA,1
"1763","SC488596","DERBY","Local Authority",5,"Derby City Council","15/04/2015",NA,"high-outsourcing",1
"1764","SC391464","CENTRAL BEDFORDSHIRE","Local Authority",8,"Central Bedfordshire Council","30/03/2009","high-overspend",NA,1
"1765","SC392492","BIRMINGHAM","Individual owned",4,"DMR Services Ltd","24/04/2009","low-overspend",NA,1
"1766","SC393567","HAMPSHIRE","Investment owned",5,"Aspris Children's Services Limited","19/06/2009",NA,NA,1
"1767","SC037657","KNOWSLEY","Local Authority",3,"Knowsley Metropolitan Borough Council","27/11/2003","low-overspend",NA,1
"1768","SC044276","LIVERPOOL","Corporate owned",6,"Carehome Limited","17/06/2003",NA,NA,1
"1769","SC356327","STAFFORDSHIRE","Investment owned",3,"Oracle Care Limited","03/07/2007",NA,NA,1
"1770","SC357133","STOCKPORT","Individual owned",3,"Social Care Services (Clayton) Limited","27/03/2007",NA,"low-outsourcing",1
"1771","SC472680","MANCHESTER","Corporate owned",5,"New Horizons (Stockport) Ltd","31/01/2014",NA,NA,1
"1772","SC473891","KENT","Individual owned",2,"Pilgrims Corner Limited","28/03/2014",NA,NA,1
"1773","SC474543","BROMLEY","Local Authority",12,"Bromley Healthcare Community Interest Company","26/02/2014",NA,NA,1
"1774","SC475703","NORTH YORKSHIRE","Investment owned",8,"Witherslack Group Ltd","08/05/2014","low-overspend","low-outsourcing",1
"1775","SC475706","DURHAM","Investment owned",7,"Witherslack Group Ltd","28/05/2014",NA,"low-outsourcing",1
"1776","SC476008","CHESHIRE EAST","Corporate owned",3,"Footsteps A Path To Change 08 Ltd","28/02/2014",NA,NA,1
"1777","SC476249","WARWICKSHIRE","Investment owned",5,"Cambian Childcare Ltd","30/06/2014",NA,NA,1
"1778","SC476252","SHROPSHIRE","Investment owned",3,"Cambian Childcare Ltd","09/03/2014","high-overspend",NA,1
"1779","SC063895","NOTTINGHAMSHIRE","Investment owned",4,"Castle Homes Care Limited","28/04/2005",NA,"high-outsourcing",1
"1780","SC406638","WALTHAM FOREST","Individual owned",3,"Winsbeach Children's Home Limited","18/02/2010",NA,NA,1
"1781","SC407790","SOUTHAMPTON","Investment owned",5,"Aspris Children's Services Limited","24/03/2010",NA,NA,1
"1782","SC409738","KNOWSLEY","Third sector",4,"New Start","21/06/2010","low-overspend",NA,1
"1783","SC410537","BIRMINGHAM","Individual owned",3,"Positive Pathways Limited","29/06/2010","low-overspend",NA,1
"1784","SC410545","BIRMINGHAM","Individual owned",2,"Positive Pathways Limited","28/07/2010","low-overspend",NA,1
"1785","SC411825","WIGAN","Corporate owned",2,"Inspire Childrens Services Limited","17/06/2010","high-overspend",NA,1
"1786","SC064530","OLDHAM","Corporate owned",2,"Time-Out Childrens Homes Limited","21/11/2005",NA,"low-outsourcing",1
"1787","SC065046","BOURNEMOUTH CHRISTCHURCH AND POOLE","Investment owned",3,"Beaufort care Group","16/09/2005",NA,NA,1
"1788","1241855","BIRMINGHAM","Corporate owned",4,"Meadows Care Limited","27/01/2017","low-overspend",NA,1
"1789","1244108","KENT","Corporate owned",3,"Bay Tree House (gravesend) Limited","20/06/2017",NA,NA,1
"1790","1244350","BIRMINGHAM","Corporate owned",3,"Haven Care Group Ltd","24/11/2016","low-overspend",NA,1
"1791","1247491","LIVERPOOL","Investment owned",4,"Keys Group Progressive Care & Education Limited","01/12/2016",NA,NA,1
"1792","1247670","CUMBRIA","Corporate owned",5,"West Cumbria Care and Support","20/12/2016",NA,NA,1
"1793","1248071","PLYMOUTH","Investment owned",2,"South West Childcare Services","03/01/2017",NA,NA,1
"1794","1248509","NORTH NORTHAMPTONSHIRE","Individual owned",2,"Good News Nwk Ltd","24/04/2017",NA,NA,1
"1795","1249123","CUMBRIA","Investment owned",6,"Reflexion Care Group Limited","15/05/2017",NA,NA,1
"1796","2571630","BARNET","Individual owned",3,"Aspire 2 Be Ltd","19/12/2020",NA,"high-outsourcing",1
"1797","2573447","BRADFORD","Individual owned",2,"Midas Manors Ltd","23/07/2020","high-overspend",NA,1
"1798","2574119","CUMBRIA","Local Authority",4,"Cumberland Council","19/02/2020",NA,NA,1
"1799","2580899","REDCAR AND CLEVELAND","Individual owned",5,"Josh's Place Limited","05/05/2020","high-overspend","low-outsourcing",1
"1800","2582248","BURY","Investment owned",2,"Sandcastle Care Ltd","04/03/2020",NA,NA,1
"1801","2641682","KENT","Third sector",4,"Institute of Integrated Systemic Therapy","23/08/2021",NA,NA,1
"1802","2642423","CUMBRIA","Investment owned",3,"Radical Services Limited","19/06/2021",NA,NA,1
"1803","2642842","SOMERSET","Corporate owned",3,"Five Rivers Child Care Limited","24/06/2021",NA,NA,1
"1804","2701417","DONCASTER","Local Authority",8,"Doncaster Metropolitan Borough Council","01/09/2022",NA,NA,1
"1805","1271182","ESSEX","Individual owned",5,"Step Up Children and Family Services Ltd","07/06/2018",NA,NA,1
"1806","SC396186","WEST NORTHAMPTONSHIRE","Corporate owned",5,"Living Life (UK) Limited","03/07/2009",NA,NA,1
"1807","SC397933","TELFORD AND WREKIN","Corporate owned",2,"Cove Care Residential Limited","30/07/2009",NA,NA,1
"1808","1280210","STAFFORDSHIRE","Corporate owned",2,"First Blue Healthcare Limited","02/08/2018",NA,NA,1
"1809","1280412","WIGAN","Individual owned",4,"Apex Childrens Services Ltd","25/06/2018","high-overspend",NA,1
"1810","1280623","WOLVERHAMPTON","Individual owned",3,"Wrottesley Care Limited","16/10/2018",NA,NA,1
"1811","2483718","STOCKTON ON TEES","Individual owned",5,"Josh's Place Limited","08/11/2018",NA,NA,1
"1812","2483789","WIRRAL","Individual owned",3,"Milestones Care Homes Ltd","30/08/2018",NA,NA,1
"1813","2483823","LEICESTERSHIRE","Investment owned",3,"Esland North Limited","29/10/2018","low-overspend",NA,1
"1814","2484682","BURY","Investment owned",3,"Next Stage 4Life LTD","06/08/2018",NA,NA,1
"1815","2494873","SANDWELL","Individual owned",3,"Accalia Care Services Ltd.","11/12/2018",NA,NA,1
"1816","SC454707","SOUTH GLOUCESTERSHIRE","Third sector",7,"Kids","08/10/2012",NA,NA,1
"1817","2509452","WIGAN","Investment owned",3,"Horizon Care and Education Group Limited","11/03/2019","high-overspend",NA,1
"1818","2514259","HAMPSHIRE","Individual owned",2,"Solent Childcare LTD","26/03/2019",NA,NA,1
"1819","2484586","STOKE ON TRENT","Local Authority",2,"Stoke On Trent City Council","06/08/2018",NA,NA,1
"1820","2490938","HILLINGDON","Local Authority",5,"London Borough of Hillingdon","07/08/2018",NA,"high-outsourcing",1
"1821","SC038526","WALSALL","Investment owned",9,"Progress Children's Services Limited","10/01/2003",NA,NA,1
"1822","SC040191","NORFOLK","Third sector",4,"Break","18/11/2002",NA,NA,1
"1823","SC066250","BRISTOL","Investment owned",3,"Headway Adolescent Resources Limited","01/12/2005",NA,NA,1
"1824","1272461","HARINGEY","Investment owned",4,"Area Camden Limited ","17/02/2018","high-overspend",NA,1
"1825","1273663","BIRMINGHAM","Third sector",12,"Birmingham Children's Trust Community Interest Company","20/03/2018","low-overspend",NA,1
"1826","SC037521","ROTHERHAM","Local Authority",9,"Rotherham Metropolitan Borough Council","24/04/2003",NA,NA,1
"1827","SC037647","KNOWSLEY","Local Authority",3,"Knowsley Metropolitan Borough Council","03/03/2003","low-overspend",NA,1
